title,budget,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count
Rendition,27500000,5125,en,Rendition,12.741073,"[{""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Level 1 Entertainment"", ""id"": 10040}, {""name"": ""MID Foundation"", ""id"": 20666}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-07,24748670,120,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What if someone you love...just disappeared?,6.2,205
Star Trek VI: The Undiscovered Country,27000000,174,en,Star Trek VI: The Undiscovered Country,16.188572,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-12-05,96900000,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The battle for peace has begun.,6.7,413
Divine Secrets of the Ya-Ya Sisterhood,27000000,9583,en,Divine Secrets of the Ya-Ya Sisterhood,5.576937,"[{""name"": ""All Girl Productions"", ""id"": 10535}, {""name"": ""Gaylord Productions"", ""id"": 11617}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-06-07,0,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Secret Is Out.,5.6,65
Kiss the Girls,27000000,9437,en,Kiss the Girls,18.913,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Rysher Entertainment"", ""id"": 11661}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-10-03,60527873,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Smart Girls. Pretty Girls. Missing Girls.,6.2,345
The Blues Brothers,27000000,525,en,The Blues Brothers,44.714264,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-06-17,115229890,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They'll never get caught. They're on a mission from God.,7.5,1065
The Sisterhood of the Traveling Pants 2,27000000,10188,en,The Sisterhood of the Traveling Pants 2,11.870301,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-08-06,44352417,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some friends just fit together.,6.0,238
Joyful Noise,0,63574,en,Joyful Noise,5.753705,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""O.N.C. Entertainment"", ""id"": 3396}, {""name"": ""Farrell Paura Productions"", ""id"": 78958}, {""name"": ""Gospel Truth Pictures"", ""id"": 78959}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-01-13,0,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dream a whole lot louder,6.7,33
About a Boy,27000000,245,en,About a Boy,28.227984,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-04-26,129000000,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One ordinary couple. One little white lie.,6.6,607
Lake Placid,27000000,9825,en,Lake Placid,11.678561,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Rocking Chair Productions"", ""id"": 67109}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-07-15,56870414,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You'll never know what bit you.,5.5,247
Lucky Number Slevin,27000000,186,en,Lucky Number Slevin,36.921445,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""FilmEngine"", ""id"": 816}, {""name"": ""Capitol Films"", ""id"": 826}, {""name"": ""Ascendant Pictures"", ""id"": 1204}, {""name"": ""VIP Medienfonds 4"", ""id"": 2116}, {""name"": ""The Complex Studio"", ""id"": 21962}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-24,56308881,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Wrong Time. Wrong Place. Wrong Number.,7.4,1323
The Right Stuff,27000000,9549,en,The Right Stuff,17.567332,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""The Ladd Company"", ""id"": 7965}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-10-20,21500000,193,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,How the future began.,7.3,235
Anonymous,30000000,61891,en,Anonymous,16.698316,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Centropolis Entertainment"", ""id"": 347}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2011-10-21,15395087,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Was Shakespeare a Fraud?,6.3,288
The NeverEnding Story,27000000,34584,en,The Neverending Story,47.862016,"[{""name"": ""Producers Sales Organization"", ""id"": 1256}, {""name"": ""Bavaria Film"", ""id"": 1704}, {""name"": ""Dieter Geissler Filmproduktion"", ""id"": 1766}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}, {""name"": ""Bavaria Studios"", ""id"": 33772}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-04-05,20158808,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A boy who needs a friend finds a world that needs a hero in a land beyond imagination!,7.0,1002
Dark City,27000000,2666,en,Dark City,39.324831,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Mystery Clock Cinema"", ""id"": 908}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-02-27,27200316,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A world where the night never ends.,7.2,828
The Duchess,0,12783,en,The Duchess,18.591657,"[{""name"": ""BIM Distribuzione"", ""id"": 225}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Qwerty Films"", ""id"": 892}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Magnolia Mae Films"", ""id"": 18188}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008-09-05,0,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Based on the incredible true story.,6.7,396
Return to Oz,25000000,13155,en,Return to Oz,5.650125,"[{""name"": ""Silver Screen Partners II"", ""id"": 10531}, {""name"": ""Oz Productions Ltd."", ""id"": 15395}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-06-21,11137801,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An all-new adventure down the yellow brick road.,6.7,120
The Newton Boys,27000000,42807,en,The Newton Boys,3.123583,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Detour Filmproduction"", ""id"": 11510}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-03-26,76000000,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Four Brothers. Four Criminals. For The Money... They Would Stop At Nothing.,5.9,44
Case 39,27000000,28355,en,Case 39,23.917982,"[{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Misher Films"", ""id"": 11581}, {""name"": ""Case 39 Productions"", ""id"": 11582}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-13,29000000,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some cases should  never be opened.,6.1,563
Suspect Zero,27000000,8080,en,Suspect Zero,8.715822,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Intermedia Films"", ""id"": 763}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-27,13000000,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who's next?,5.5,98
Martian Child,0,5126,en,Martian Child,5.737161,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-11-02,0,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"doesn't matter where you come from, as long as you find where you belong!",6.8,79
Spy Kids: All the Time in the World,27000000,56288,en,Spy Kids: All the Time in the World,14.788073,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-08-18,85564310,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,4.4,222
Money Monster,27000000,303858,en,Money Monster,38.279458,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Sony Pictures Releasing"", ""id"": 3045}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Allegiance Theater"", ""id"": 54454}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-12,93282604,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Not every conspiracy is a theory.,6.5,1068
The 51st State,28,1613,en,The 51st State,9.670031,"[{""name"": ""Film Council"", ""id"": 246}, {""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""The Film Consortium"", ""id"": 1218}, {""name"": ""Focus Films"", ""id"": 1268}, {""name"": ""Momentum Films"", ""id"": 1269}, {""name"": ""National Lottery"", ""id"": 1270}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Artists Production Group (APG)"", ""id"": 18620}, {""name"": ""Fifty First Films"", ""id"": 52619}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2001-12-07,14,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Nice Wheels. Dirty Deals. And One Mean Mother In A Kilt.,5.9,173
Flawless,0,31582,en,Flawless,5.271559,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-11-26,4488529,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,5.9,56
Mindhunters,27000000,16617,en,Mindhunters,17.193659,"[{""name"": ""Avenue Pictures Productions"", ""id"": 251}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Egmond Film & Television"", ""id"": 4588}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Outlaw Productions (I)"", ""id"": 19507}, {""name"": ""Mindhunters (UK) Limited"", ""id"": 19508}, {""name"": ""Mindhunters Productie BV"", ""id"": 19509}, {""name"": ""Tonna Oy"", ""id"": 19510}, {""name"": ""Outlaw Victoria Productions Inc."", ""id"": 19511}]","[{""iso_3166_1"": ""FI"", ""name"": ""Finland""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-05-07,21148829,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"For seven elite profilers, finding a serial killer is a process of elimination. Their own.",6.3,333
What Just Happened,25000000,8944,en,What Just Happened,8.31653,"[{""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Linson Entertainment"", ""id"": 4700}, {""name"": ""Art Linson Productions"", ""id"": 8769}, {""name"": ""Tribeca Productions"", ""id"": 11391}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-17,6673422,104,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Released,Admit nothing.,5.2,127
The Statement,0,41488,en,The Statement,2.653988,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Serendipity Point Films"", ""id"": 805}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Odessa Films"", ""id"": 1712}, {""name"": ""Movision"", ""id"": 1727}, {""name"": ""Astral Media"", ""id"": 2743}, {""name"": ""Corus Entertainment"", ""id"": 11550}, {""name"": ""Company Pictures"", ""id"": 11842}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2003-12-12,0,120,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,"At the end of World War II, many of those involved in war crimes were prosecuted. Some got away. Until now.",5.9,23
The Magic Flute,0,37028,en,The Magic Flute,0.548435,"[{""name"": ""Walt deFaria"", ""id"": 5646}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2006-09-07,0,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,6.9,6
Paul Blart: Mall Cop,26000000,14560,en,Paul Blart: Mall Cop,31.250383,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Hey Eddie"", ""id"": 46222}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-01-15,183293131,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Safety Never Takes A Holiday.,5.2,788
Freaky Friday,26000000,10330,en,Freaky Friday,24.345651,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Gunn Films"", ""id"": 3538}, {""name"": ""Casual Friday Productions"", ""id"": 93528}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-08-03,110230332,97,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.,6.0,879
The 40 Year Old Virgin,26000000,6957,en,The 40 Year Old Virgin,38.473732,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Apatow Productions"", ""id"": 10105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-11,109449237,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"The longer you wait, the harder it gets",6.2,1983
Shakespeare in Love,25000000,1934,en,Shakespeare in Love,31.792964,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Bedford Falls Productions"", ""id"": 348}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-12-11,289317794,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love is the only inspiration.,6.8,796
A Walk Among the Tombstones,28000000,169917,en,A Walk Among the Tombstones,61.309619,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Traveling Picture Show Company (TPSC)"", ""id"": 39043}, {""name"": ""Free State Pictures"", ""id"": 40106}, {""name"": ""Da Vinci Media Ventures"", ""id"": 40107}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-18,53181600,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some people are afraid of all the wrong things,6.2,1131
Kindergarten Cop,15000000,951,en,Kindergarten Cop,5.411154,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-12-21,201957688,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"Go ahead, you tell him you didn't do your homework.",5.8,628
Pineapple Express,27000000,10189,en,Pineapple Express,41.832392,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Apatow Productions"", ""id"": 10105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-08-06,101624843,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Put this in your pipe and smoke it.,6.6,1148
Ever After: A Cinderella Story,26000000,9454,en,EverAfter,21.988861,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-07-31,65705772,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Desire. Defy. Escape.,6.8,399
Open Range,22000000,2055,en,Open Range,19.068175,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Cobalt Media Group"", ""id"": 18619}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-08-29,68296293,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No place to run. No reason to hide.,7.0,262
Flatliners,26000000,1551,en,Flatliners,24.114459,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Stonebridge Entertainment"", ""id"": 5738}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-08-09,61489265,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Some lines shouldn't be crossed.,6.3,404
A Bridge Too Far,22000000,5902,en,A Bridge Too Far,20.256571,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Joseph E. Levine Productions"", ""id"": 11503}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1977-06-15,50750000,175,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""nl"", ""name"": ""Nederlands""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,Out of the sky comes the screen's most incredible spectacle of men and war!,6.9,207
Red Eye,26000000,11460,en,Red Eye,8.802626,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Craven-Maddalena Films"", ""id"": 1600}, {""name"": ""BenderSpink"", ""id"": 6363}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-04,57891803,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Fear takes flight.,6.2,455
Final Destination 2,26000000,9358,en,Final Destination 2,37.355826,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-01-31,90426405,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Death is like a boomerang. it keeps coming back,5.9,1023
"O Brother, Where Art Thou?",26000000,134,en,"O Brother, Where Art Thou?",39.742009,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-08-30,71868327,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They have a plan...but not a clue.,7.3,1112
Legion,26000000,22894,en,Legion,30.981604,"[{""name"": ""Bold Films"", ""id"": 2266}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-01-21,67918658,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When the last angel falls, the fight for mankind begins.",5.2,629
Pain & Gain,25000000,134374,en,Pain & Gain,31.893932,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""De Line Pictures"", ""id"": 2609}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-04-18,86175291,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Their American dream is bigger than yours.,6.1,1573
In Good Company,0,1901,en,In Good Company,15.376391,"[{""name"": ""Depth of Field"", ""id"": 1473}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-29,0,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"He's rich, young and handsome. He's in love with you and he's your dad's boss.",5.9,194
Clockstoppers,26000000,15028,en,Clockstoppers,5.894163,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Valhalla Motion Pictures"", ""id"": 11533}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-17,38793283,94,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The adventure of a lifetime, in a few mere seconds.",4.9,89
Silverado,26000000,11509,en,Silverado,10.981038,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-07-10,0,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Four strangers become friends. Four friends become heros. On the road to...,7.1,146
Brothers,26000000,7445,en,Brothers,22.07638,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Sighvatsson Films"", ""id"": 11369}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""Palomar Pictures (II)"", ""id"": 11371}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-01-27,43318349,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,There are two sides to every family.,6.8,633
Agent Cody Banks 2: Destination London,26000000,17047,en,Agent Cody Banks 2: Destination London,10.925618,"[{""name"": ""Splendid Pictures"", ""id"": 368}, {""name"": ""Maverick Films"", ""id"": 4000}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Dylan Sellers Productions"", ""id"": 8807}, {""name"": ""Madacy Entertainment"", ""id"": 12027}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-03,28818995,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Adventure is an attitude.,5.2,144
New Year's Eve,56000000,62838,en,New Year's Eve,21.219292,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-12-08,142044638,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The one night anything is possible.,5.7,718
Original Sin,42000000,2057,en,Original Sin,14.831402,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-03,35402320,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,This is not a love story - it's a story about love.,5.8,198
The Raven,26000000,70436,en,The Raven,22.520842,"[{""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""RS"", ""name"": ""Serbia""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-03-09,29657751,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The only one who can stop a serial killer is the man who inspired him.,6.1,426
Welcome to Mooseport,30000000,16784,en,Welcome to Mooseport,3.314094,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Mediastream Vierte Film GmbH & Co. Vermarktungs KG"", ""id"": 19354}, {""name"": ""Mooseport Productions"", ""id"": 89720}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-02-24,14000000,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,4.8,54
Highlander: The Final Dimension,26000000,8011,en,Highlander III: The Sorcerer,7.964451,"[{""name"": ""Trans-Film"", ""id"": 2662}, {""name"": ""Initial Groupe"", ""id"": 22240}, {""name"": ""Lumi\u00e8re Pictures"", ""id"": 25129}, {""name"": ""Fallingcloud"", ""id"": 30655}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1994-11-29,36800000,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one.",4.5,110
Blood and Wine,26000000,31640,en,Blood and Wine,1.492056,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Marmont Productions"", ""id"": 20926}, {""name"": ""Blood & Wine Productions"", ""id"": 20927}, {""name"": ""Majestic Films International"", ""id"": 20928}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-10-03,0,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There is no honour amongst thieves.,5.5,34
